0, 0, 0
0.1, 2.12059e-07, 0
0.2, 3.94518e-07, 0
0.3, 7.24633e-07, 0
0.4, 1.31405e-06, 0
0.5, 2.35258e-06, 0
0.6, 4.15832e-06, 0
0.7, 7.25659e-06, 0
0.8, 1.25023e-05, 0
0.9, 2.1266e-05, 0
1, 3.57128e-05, 0
1.1, 5.92112e-05, 0
1.2, 9.69224e-05, 0
1.3, 0.000156634, 0
1.4, 0.000249912, 0
1.5, 0.000393669, 0
1.6, 0.000612232, 0
1.7, 0.000940029, 0
1.8, 0.00142498, 0
1.9, 0.00213263, 0
2, 0.00315111, 0
2.1, 0.00459678, 0
2.2, 0.0066204, 0
2.3, 0.0094136, 0
2.4, 0.013215, 0
2.5, 0.0183156, 0
2.6, 0.0250621, 0
2.7, 0.0338573, 0
2.8, 0.0451575, 0
2.9, 0.0594631, 0
3, 0.0773047, 0
3.1, 0.0992216, 0
3.2, 0.125732, 0
3.3, 0.1573, 0
3.4, 0.194291, 0
3.5, 0.236928, 0
3.6, 0.285247, 0
3.7, 0.339053, 0
3.8, 0.397882, 0
3.9, 0.46098, 0
4, 0.527292, 0
4.1, 0.595473, 0
4.2, 0.663916, 0
4.3, 0.730811, 0
4.4, 0.794216, 0
4.5, 0.852144, 0
4.6, 0.902668, 0
4.7, 0.944027, 0
4.8, 0.974725, 0
4.9, 0.99362, 0
5, 1, 0
5.1, 0.99362, 0
5.2, 0.974725, 0
5.3, 0.944027, 0
5.4, 0.902668, 0
5.5, 0.852144, 0
5.6, 0.794216, 0
5.7, 0.730811, 0
5.8, 0.663916, 0
5.9, 0.595473, 0
6, 0.527292, 0
6.1, 0.46098, 0
6.2, 0.397882, 0
6.3, 0.339053, 0
6.4, 0.285247, 0
6.5, 0.236928, 0
6.6, 0.194291, 0
6.7, 0.1573, 0
6.8, 0.125732, 0
6.9, 0.0992216, 0
7, 0.0773047, 0
7.1, 0.0594631, 0
7.2, 0.0451575, 0
7.3, 0.0338573, 0
7.4, 0.0250621, 0
7.5, 0.0183156, 0
7.6, 0.013215, 0
7.7, 0.0094136, 0
7.8, 0.0066204, 0
7.9, 0.00459678, 0
8, 0.00315111, 18.4868
8.1, 0.00213263, 18.4868
8.2, 0.00142498, 18.4868
8.3, 0.000940029, 18.4868
8.4, 0.000612232, 18.4868
8.5, 0.000393669, 18.4868
8.6, 0.000249912, 18.4868
8.7, 0.000156634, 18.4868
8.8, 9.69224e-05, 18.4868
8.9, 5.92112e-05, 18.4868
9, 3.57128e-05, 18.4868
9.1, 2.1266e-05, 18.4868
9.2, 1.25023e-05, 18.4868
9.3, 7.25659e-06, 18.4868
9.4, 4.15832e-06, 18.4868
9.5, 2.35258e-06, 18.4868
9.6, 1.31405e-06, 18.4868
9.7, 7.24633e-07, 18.4868
9.8, 3.94518e-07, 18.4868
9.9, 2.12059e-07, 18.4868
10, 1.12535e-07, 18.4868
10.1, 5.89604e-08, 18.4868
10.2, 3.04981e-08, 18.4868
10.3, 1.5575e-08, 18.4868
10.4, 7.85277e-09, 18.4868
10.5, 3.90894e-09, 18.4868
10.6, 1.92104e-09, 18.4868
10.7, 9.32082e-10, 18.4868
10.8, 4.46492e-10, 18.4868
10.9, 2.11161e-10, 18.4868
11, 9.85951e-11, 18.4868
11.1, 4.54504e-11, 18.4868
11.2, 2.06853e-11, 18.4868
11.3, 9.29448e-12, 18.4868
11.4, 4.12317e-12, 18.4868
11.5, 1.80583e-12, 18.4868
11.6, 7.80845e-13, 18.4868
11.7, 3.33344e-13, 18.4868
11.8, 1.40496e-13, 18.4868
11.9, 5.8462e-14, 18.4868
12, 2.40173e-14, 18.4868
12.1, 9.74132e-15, 0
12.2, 3.90078e-15, 0
12.3, 1.54215e-15, 0
12.4, 6.01924e-16, 0
12.5, 2.31952e-16, 0
12.6, 8.82463e-17, 0
12.7, 3.31463e-17, 0
12.8, 1.22918e-17, 0
12.9, 4.50024e-18, 0
13, 1.62666e-18, 0
13.1, 5.80498e-19, 0
13.2, 2.04524e-19, 0
13.3, 7.11426e-20, 0
13.4, 2.44318e-20, 0
13.5, 8.28368e-21, 0
13.6, 2.77288e-21, 0
13.7, 9.1639e-22, 0
13.8, 2.99e-22, 0
13.9, 9.63167e-23, 0
14, 3.06319e-23, 0
14.1, 9.61806e-24, 0
14.2, 2.98155e-24, 0
14.3, 9.12509e-25, 0
14.4, 2.75723e-25, 0
14.5, 8.22528e-26, 0
14.6, 2.42253e-26, 0
14.7, 7.04415e-27, 0
14.8, 2.02222e-27, 0
14.9, 5.73153e-28, 0
15, 1.60381e-28, 0
15.1, 4.43074e-29, 0
15.2, 1.20849e-29, 0
15.3, 3.25422e-30, 0
15.4, 8.65154e-31, 0
15.5, 2.27081e-31, 0
15.6, 5.88451e-32, 0
15.7, 1.5055e-32, 0
15.8, 3.80269e-33, 0
15.9, 9.48293e-34, 0
16, 2.33472e-34, 0
16.1, 5.67504e-35, 0
16.2, 1.3619e-35, 0
16.3, 3.22671e-36, 0
16.4, 7.54774e-37, 0
16.5, 1.74307e-37, 0
16.6, 3.97424e-38, 0
16.7, 8.94611e-39, 0
16.8, 1.98818e-39, 0
16.9, 4.36232e-40, 0
17, 9.44975e-41, 0
17.1, 2.02099e-41, 0
17.2, 4.26727e-42, 0
17.3, 8.89562e-43, 0
17.4, 1.83081e-43, 0
17.5, 3.72008e-44, 0
17.6, 7.46279e-45, 0
17.7, 1.47806e-45, 0
17.8, 2.89017e-46, 0
17.9, 5.5795e-47, 0
18, 1.06343e-47, 0
18.1, 2.00107e-48, 0
18.2, 3.71757e-49, 0
18.3, 6.8186e-50, 0
18.4, 1.23473e-50, 0
18.5, 2.20745e-51, 0
18.6, 3.89629e-52, 0
18.7, 6.78972e-53, 0
18.8, 1.16814e-53, 0
18.9, 1.98416e-54, 0
19, 3.32736e-55, 0
19.1, 5.5089e-56, 0
19.2, 9.00473e-57, 0
19.3, 1.45317e-57, 0
19.4, 2.31529e-58, 0
19.5, 3.64195e-59, 0
19.6, 5.65594e-60, 0
19.7, 8.67192e-61, 0
19.8, 1.31271e-61, 0
19.9, 0, 0

0, 0, 0
0.1, 8.62201e-08, 0
0.2, 2.64589e-07, 0
0.3, 5.10776e-07, 0
